,location,total_sqft,bath,bhk
4902,Malleshwaram,705.0,1.0,1
4903,Malleshwaram,12000.0,7.0,7
4904,Malleshwaram,2500.0,5.0,4
4905,Malleshwaram,2006.0,3.0,3
4906,Malleshwaram,686.0,1.0,1
4907,Malleshwaram,2475.0,4.0,3
4908,Malleshwaram,2610.0,3.0,3
4909,Malleshwaram,2475.0,4.0,3
4910,Malleshwaram,900.0,2.0,2
4911,Malleshwaram,1420.0,2.0,2
4912,Malleshwaram,2000.0,3.0,3
4913,Malleshwaram,2215.0,3.0,3
4915,Malleshwaram,2475.0,4.0,3
4917,Malleshwaram,2215.0,4.0,3
4918,Malleshwaram,480.0,1.0,1
4919,Malleshwaram,1290.0,2.0,2
4920,Malleshwaram,2475.0,4.0,3
4921,Malleshwaram,2476.0,3.0,3
4922,Malleshwaram,900.0,2.0,2
4924,Malleshwaram,2050.0,4.0,3
4925,Malleshwaram,900.0,2.0,2
4926,Malleshwaram,620.0,1.0,1
4927,Malleshwaram,600.0,1.0,2
4928,Malleshwaram,2475.0,4.0,3
4929,Malleshwaram,2215.0,3.0,3
4930,Malleshwaram,2215.0,3.0,3
4932,Malleshwaram,1020.0,2.0,2
4933,Malleshwaram,600.0,1.0,2
4934,Malleshwaram,2200.0,3.0,3
4935,Malleshwaram,2475.0,4.0,3
4936,Malleshwaram,1500.0,2.0,2
4937,Malleshwaram,2475.0,4.0,3
4938,Malleshwaram,1400.0,2.0,2
4939,Malleshwaram,2475.0,4.0,3
4940,Malleshwaram,2400.0,3.0,3
4941,Malleshwaram,580.0,1.0,1
4942,Malleshwaram,1410.0,2.0,2
4945,Marathahalli,1220.0,2.0,2
4946,Marathahalli,1200.0,2.0,2
4947,Marathahalli,1200.0,2.0,2
4948,Marathahalli,1933.0,3.0,3
4949,Marathahalli,950.0,2.0,2
4950,Marathahalli,1230.0,2.0,2
4951,Marathahalli,3800.0,4.0,4
4952,Marathahalli,1019.0,2.0,2
4953,Marathahalli,1215.0,2.0,2
4954,Marathahalli,2181.0,3.0,4
4955,Marathahalli,1170.0,2.0,2
4956,Marathahalli,1019.0,2.0,2
4957,Marathahalli,1325.0,2.0,2
4958,Marathahalli,1220.0,2.0,2
4960,Marathahalli,1152.0,2.0,2
4961,Marathahalli,1610.0,3.0,3
4962,Marathahalli,1146.0,2.0,2
4964,Marathahalli,1469.0,3.0,3
4969,Marathahalli,2519.0,5.0,4
4971,Marathahalli,957.0,2.0,2
4972,Marathahalli,1583.0,3.0,3
4973,Marathahalli,2524.0,5.0,4
4977,Marathahalli,1071.0,2.0,2
4978,Marathahalli,1215.0,2.0,2
4979,Marathahalli,1102.0,2.0,2
4980,Marathahalli,1900.0,3.0,3
4981,Marathahalli,1045.0,2.0,2
4983,Marathahalli,1215.0,2.0,2
4984,Marathahalli,1365.0,2.0,2
4989,Marathahalli,1208.0,2.0,2
4990,Marathahalli,1325.0,1.0,2
4991,Marathahalli,1525.0,3.0,3
4992,Marathahalli,1937.0,3.0,3
4993,Marathahalli,1550.0,3.0,3
4994,Marathahalli,1350.0,2.0,2
4995,Marathahalli,957.0,2.0,2
4997,Marathahalli,1230.0,2.0,2
4998,Marathahalli,1200.0,2.0,2
5000,Marathahalli,607.0,1.0,1
5001,Marathahalli,1583.0,3.0,3
5002,Marathahalli,1075.0,2.0,2
5003,Marathahalli,1360.0,2.0,2
5004,Marathahalli,1220.0,2.0,2
5005,Marathahalli,950.0,2.0,2
5006,Marathahalli,615.0,1.0,1
5007,Marathahalli,1595.0,3.0,3
5008,Marathahalli,1350.0,2.0,2
5009,Marathahalli,1020.0,2.0,2
5010,Marathahalli,1600.0,3.0,2
5011,Marathahalli,780.0,1.0,1
5012,Marathahalli,1710.0,3.0,3
5014,Marathahalli,1358.0,2.0,2
5015,Marathahalli,1205.0,2.0,2
5016,Marathahalli,1730.0,3.0,3
5017,Marathahalli,1583.0,3.0,3
5018,Marathahalli,1200.0,2.0,2
5019,Marathahalli,1095.0,2.0,2
5020,Marathahalli,1060.0,2.0,2
5021,Marathahalli,1050.0,2.0,2
5022,Marathahalli,1102.0,2.0,2
5023,Marathahalli,1026.0,2.0,2
5026,Marathahalli,1220.0,2.0,2
5027,Marathahalli,881.0,2.0,2
5029,Marathahalli,1710.0,3.0,3
5030,Marathahalli,1680.0,3.0,3
5031,Marathahalli,1910.0,3.0,3
5032,Marathahalli,1602.0,2.0,2
5033,Marathahalli,700.0,1.0,1
5034,Marathahalli,1469.0,3.0,3
5036,Marathahalli,1690.0,3.0,3
5037,Marathahalli,1065.0,2.0,2
5038,Marathahalli,1693.0,3.0,3
5039,Marathahalli,1693.0,3.0,3
5040,Marathahalli,1196.0,2.0,2
5041,Marathahalli,1595.0,3.0,3
5042,Marathahalli,2122.0,3.0,3
5043,Marathahalli,1730.0,3.0,3
5046,Marathahalli,1125.0,2.0,2
5047,Marathahalli,1950.0,3.0,3
5048,Marathahalli,1250.0,2.0,2
5049,Marathahalli,1125.0,2.0,2
5050,Marathahalli,1350.0,2.0,2
5051,Marathahalli,1200.0,2.0,2
5052,Marathahalli,2500.0,5.0,4
5053,Marathahalli,957.0,2.0,2
5056,Marathahalli,1350.0,2.0,2
5057,Marathahalli,3400.0,4.0,4
5058,Marathahalli,1350.0,2.0,2
5060,Marathahalli,1285.0,2.0,2
5061,Marathahalli,2500.0,5.0,4
5062,Marathahalli,3800.0,4.0,4
5063,Marathahalli,3951.0,4.0,4
5064,Marathahalli,1125.0,2.0,2
5065,Marathahalli,1700.0,3.0,3
5067,Marathahalli,1270.0,2.0,2
5069,Marathahalli,950.0,2.0,2
5070,Marathahalli,1550.0,3.0,3
5071,Marathahalli,1019.0,2.0,2
5072,Marathahalli,1144.0,2.0,2
5073,Marathahalli,1240.0,2.0,2
5074,Marathahalli,1100.0,2.0,1
5075,Marathahalli,1156.0,2.0,2
5076,Marathahalli,2524.0,5.0,4
5077,Marathahalli,1135.0,2.0,2
5078,Marathahalli,1839.0,3.0,3
5079,Marathahalli,1170.0,2.0,2
5080,Marathahalli,1102.0,2.0,2
5081,Marathahalli,1108.0,2.0,3
5082,Marathahalli,1449.0,3.0,3
5083,Marathahalli,1360.0,2.0,2
5084,Marathahalli,1026.0,2.0,2
5087,Marathahalli,1270.0,2.0,2
5088,Marathahalli,1100.0,2.0,2
5089,Marathahalli,1196.0,2.0,2
5091,Marathahalli,1485.0,2.0,3
5092,Marathahalli,1146.0,2.0,2
5093,Margondanahalli,1090.0,2.0,2
5094,Margondanahalli,1200.0,2.0,2
5095,Margondanahalli,1200.0,2.0,2
5097,Margondanahalli,1000.0,2.0,2
5099,Margondanahalli,600.0,2.0,2
5100,Margondanahalli,1200.0,2.0,2
5101,Margondanahalli,900.0,2.0,2
5102,Margondanahalli,1140.0,2.0,2
5103,Margondanahalli,1100.0,2.0,2
5104,Margondanahalli,1152.0,1.0,2
5106,Margondanahalli,1200.0,2.0,2
5107,Margondanahalli,1050.0,2.0,2
5108,Margondanahalli,1160.0,2.0,2
5109,Margondanahalli,1334.0,2.0,2
5110,Marsur,1800.0,4.0,4
5111,Marsur,1200.0,3.0,3
5112,Marsur,1200.0,3.0,3
5113,Mico Layout,5000.0,9.0,9
5114,Mico Layout,1550.0,2.0,3
5115,Mico Layout,1125.0,2.0,2
5116,Mico Layout,1190.0,2.0,2
5117,Mico Layout,800.0,1.0,1
5118,Mico Layout,1250.0,2.0,3
5119,Mico Layout,1171.0,2.0,2
5120,Mico Layout,1200.0,2.0,2
5121,Mico Layout,1670.0,3.0,3
5122,Mico Layout,1140.0,2.0,2
5123,Munnekollal,1170.0,2.0,2
5124,Munnekollal,1102.0,2.0,2
5125,Munnekollal,1390.0,3.0,3
5126,Munnekollal,1200.0,2.0,2
5127,Munnekollal,950.0,2.0,2
5128,Munnekollal,1560.0,3.0,3
5129,Munnekollal,1750.0,3.0,3
5130,Munnekollal,1385.0,2.0,3
5131,Munnekollal,1080.0,2.0,2
5132,Munnekollal,1170.0,2.0,2
5134,Munnekollal,1200.0,2.0,3
5135,Munnekollal,1030.0,2.0,2
5136,Murugeshpalya,1296.0,2.0,2
5137,Murugeshpalya,1550.0,3.0,3
5138,Murugeshpalya,1845.0,3.0,3
5139,Murugeshpalya,1185.0,2.0,2
5140,Murugeshpalya,1225.0,2.0,2
5141,Murugeshpalya,1930.0,3.0,3
5142,Murugeshpalya,1600.0,2.0,3
5143,Murugeshpalya,1344.0,2.0,3
5144,Murugeshpalya,1500.0,2.0,3
5145,Murugeshpalya,1855.0,3.0,3
5146,Murugeshpalya,1175.0,2.0,2
5147,Mysore Road,1175.0,2.0,2
5148,Mysore Road,1710.0,4.0,3
5149,Mysore Road,1020.0,2.0,2
5150,Mysore Road,1175.0,2.0,2
5151,Mysore Road,1070.0,2.0,2
5152,Mysore Road,1239.0,2.0,2
5153,Mysore Road,1060.0,2.0,2
5154,Mysore Road,980.0,2.0,2
5155,Mysore Road,883.0,2.0,2
5156,Mysore Road,1525.0,3.0,3
5157,Mysore Road,1200.0,2.0,2
5161,Mysore Road,883.0,2.0,2
5162,Mysore Road,1070.0,2.0,2
5164,Mysore Road,883.0,2.0,2
5165,Mysore Road,1155.0,2.0,2
5166,Mysore Road,1003.0,2.0,2
5167,Mysore Road,1237.0,2.0,2
5168,Mysore Road,883.0,2.0,2
5169,Mysore Road,1170.0,2.0,2
5170,Mysore Road,1029.5,2.0,2
5171,Mysore Road,940.0,2.0,2
5173,Mysore Road,1020.0,2.0,2
5174,Mysore Road,1568.0,2.0,3
5176,Mysore Road,1175.0,2.0,2
5177,Mysore Road,1080.0,2.0,3
5179,Mysore Road,883.0,2.0,2
5181,NGR Layout,1020.0,2.0,2
5182,NGR Layout,1105.0,2.0,2
5183,NGR Layout,1022.0,2.0,2
5184,NGR Layout,1020.0,2.0,2
5185,NGR Layout,1019.0,2.0,2
5186,NGR Layout,1020.0,2.0,2
5187,NGR Layout,1021.0,2.0,2
5188,NGR Layout,1021.0,2.0,2
5189,NRI Layout,1565.0,2.0,3
5190,NRI Layout,2500.0,5.0,5
5191,NRI Layout,1125.0,2.0,2
5192,NRI Layout,2150.0,4.0,4
5193,NRI Layout,1250.0,2.0,2
5194,NRI Layout,1789.0,3.0,3
5195,NRI Layout,1731.0,3.0,3
5196,NRI Layout,2400.0,2.0,2
5198,Nagarbhavi,1350.0,3.0,3
5199,Nagarbhavi,1200.0,2.0,2
5201,Nagarbhavi,2400.0,3.0,3
5202,Nagarbhavi,884.0,2.0,1
5203,Nagarbhavi,1055.0,2.0,2
5205,Nagarbhavi,1223.0,2.0,2
5206,Nagarbhavi,956.0,2.0,2
5208,Nagarbhavi,1200.0,2.0,2
5211,Nagarbhavi,1145.0,2.0,2
5212,Nagarbhavi,300.0,1.0,1
5213,Nagarbhavi,1250.0,3.0,4
5214,Nagarbhavi,710.0,2.0,1
5216,Nagarbhavi,1212.0,2.0,2
5217,Nagarbhavi,1020.0,2.0,2
5219,Nagarbhavi,1120.0,2.0,2
5221,Nagarbhavi,1146.0,2.0,2
5223,Nagarbhavi,1190.0,2.0,2
5225,Nagarbhavi,1050.0,2.0,2
5226,Nagarbhavi,2500.0,3.0,5
5228,Nagarbhavi,1250.0,3.0,2
5230,Nagarbhavi,1400.0,2.0,3
5232,Nagarbhavi,1100.0,2.0,2
5233,Nagarbhavi,1080.0,2.0,2
5234,Nagarbhavi,1800.0,3.0,4
5235,Nagarbhavi,1225.0,2.0,2
5236,Nagasandra,980.0,2.0,2
5237,Nagasandra,2400.0,4.0,4
5239,Nagasandra,1650.0,3.0,3
5240,Nagasandra,1500.0,2.0,2
5241,Nagavara,400.0,1.0,1
5242,Nagavara,2172.65,3.0,4
5244,Nagavara,2319.0,3.0,3
5245,Nagavara,2430.0,4.0,3
5246,Nagavara,936.0,2.0,2
5247,Nagavara,1125.0,2.0,2
5248,Nagavara,1315.0,2.0,2
5249,Nagavara,1077.0,2.0,2
5250,Nagavara,2496.0,4.0,4
5251,Nagavara,1110.0,2.0,2
5252,Nagavara,1247.0,2.0,2
5253,Nagavarapalya,1392.0,2.0,2
5254,Nagavarapalya,705.0,1.0,1
5255,Nagavarapalya,1300.0,3.0,3
5256,Nagavarapalya,705.0,1.0,1
5257,Nagavarapalya,705.0,1.0,1
5258,Nagavarapalya,705.0,1.0,1
5259,Nagavarapalya,1335.0,2.0,2
5260,Nagavarapalya,1260.0,2.0,2
5261,Narayanapura,1308.0,2.0,2
5262,Narayanapura,1566.0,3.0,3
5263,Narayanapura,1485.0,3.0,3
5264,Narayanapura,1302.0,2.0,2
5265,Narayanapura,1308.0,2.0,2
5266,Narayanapura,2357.0,3.0,3
5267,Narayanapura,2357.0,3.0,3
5268,Narayanapura,1469.0,2.0,2
5269,Neeladri Nagar,1053.0,2.0,2
5270,Neeladri Nagar,1363.0,2.0,2
5271,Neeladri Nagar,2556.0,3.0,3
5272,Neeladri Nagar,674.0,1.0,1
5273,Neeladri Nagar,527.0,1.0,1
5274,Neeladri Nagar,1167.0,2.0,3
5275,Neeladri Nagar,1060.0,2.0,2
5276,Neeladri Nagar,640.0,1.0,1
5278,Neeladri Nagar,1105.0,2.0,2
5279,Neeladri Nagar,1100.0,2.0,2
5280,Neeladri Nagar,2111.0,3.0,3
5281,Nehru Nagar,1775.0,3.0,3
5282,Nehru Nagar,2363.0,5.0,4
5283,Nehru Nagar,2342.0,3.0,4
5284,Nehru Nagar,967.0,2.0,2
5285,Nehru Nagar,1374.0,3.0,3
5286,Nehru Nagar,1674.0,3.0,3
5287,Nehru Nagar,1269.0,2.0,3
5288,Nehru Nagar,1100.0,2.0,2
5289,Nehru Nagar,1674.0,3.0,3
5290,OMBR Layout,2420.0,3.0,3
5291,OMBR Layout,1078.0,2.0,2
5292,OMBR Layout,1101.0,2.0,2
5293,OMBR Layout,1041.0,2.0,2
5294,OMBR Layout,1300.0,2.0,2
5295,OMBR Layout,1085.0,2.0,2
5296,OMBR Layout,1855.0,3.0,3
5297,OMBR Layout,1050.0,2.0,2
5299,OMBR Layout,1165.0,2.0,2
5300,OMBR Layout,1101.0,2.0,2
5301,OMBR Layout,3400.0,4.0,4
5303,Old Airport Road,2732.0,4.0,4
5305,Old Airport Road,3356.0,4.0,4
5306,Old Airport Road,1206.0,2.0,2
5307,Old Airport Road,2774.0,4.0,4
5308,Old Airport Road,2690.0,4.0,4
5309,Old Airport Road,2690.0,4.0,4
5310,Old Airport Road,1655.0,2.0,2
5311,Old Airport Road,1075.0,2.0,2
5312,Old Airport Road,1858.0,2.0,3
5313,Old Airport Road,1150.0,2.0,2
5314,Old Airport Road,2690.0,4.0,4
5315,Old Airport Road,2658.0,5.0,4
5316,Old Airport Road,946.0,2.0,2
5317,Old Airport Road,2774.0,4.0,4
5318,Old Airport Road,2774.0,4.0,4
5319,Old Airport Road,3200.0,4.0,4
5320,Old Airport Road,2690.0,4.0,4
5321,Old Airport Road,1145.0,2.0,2
5322,Old Airport Road,2732.0,4.0,4
5323,Old Airport Road,2658.0,5.0,4
5324,Old Airport Road,2774.0,4.0,4
5325,Old Airport Road,3496.0,4.0,4
5326,Old Airport Road,2774.0,4.0,4
5327,Old Airport Road,2732.0,4.0,4
5328,Old Airport Road,1798.0,3.0,3
5329,Old Airport Road,2774.0,4.0,4
5330,Old Airport Road,1184.0,2.0,2
5331,Old Airport Road,3504.0,4.0,4
5332,Old Airport Road,1055.0,2.0,2
5333,Old Madras Road,1425.0,2.0,3
5337,Old Madras Road,935.0,2.0,2
5339,Old Madras Road,1720.0,3.0,3
5340,Old Madras Road,1200.0,2.0,2
5341,Old Madras Road,1225.0,2.0,2
5342,Old Madras Road,1100.0,2.0,2
5344,Old Madras Road,1171.0,2.0,2
5345,Old Madras Road,935.0,2.0,2
5348,Old Madras Road,1065.0,2.0,2
5349,Old Madras Road,2010.0,3.0,4
5351,Old Madras Road,1480.0,2.0,3
5353,Old Madras Road,1210.0,2.0,2
5354,Old Madras Road,1171.0,2.0,2
5356,Old Madras Road,1480.0,3.0,3
5358,Old Madras Road,1210.0,2.0,2
5359,Old Madras Road,1859.0,3.0,3
5363,Old Madras Road,2300.0,3.0,3
5365,Old Madras Road,1210.0,2.0,2
5366,Old Madras Road,1210.0,2.0,2
5369,Old Madras Road,1330.0,2.0,2
5370,Old Madras Road,1720.0,3.0,3
5372,Old Madras Road,2990.0,3.0,3
5374,Old Madras Road,1171.0,2.0,2
5375,Old Madras Road,1630.0,3.0,3
5376,Old Madras Road,1165.0,2.0,2
5377,Old Madras Road,2640.0,2.0,2
5378,Old Madras Road,1165.0,2.0,2
5379,Padmanabhanagar,1020.0,2.0,2
5380,Padmanabhanagar,1176.0,2.0,2
5381,Padmanabhanagar,1258.0,2.0,2
5383,Padmanabhanagar,1100.0,2.0,2
5384,Padmanabhanagar,3400.0,3.0,4
5388,Padmanabhanagar,4500.0,4.0,3
5389,Padmanabhanagar,1200.0,2.0,2
5391,Padmanabhanagar,1000.0,1.0,2
5392,Padmanabhanagar,1067.0,2.0,2
5396,Padmanabhanagar,1100.0,2.0,2
5397,Padmanabhanagar,2051.0,3.0,3
5398,Padmanabhanagar,2051.0,3.0,3
5399,Pai Layout,1006.0,2.0,2
5400,Pai Layout,1550.0,2.0,3
5401,Pai Layout,1050.0,2.0,2
5402,Pai Layout,1400.0,2.0,3
5403,Pai Layout,1100.0,2.0,2
5404,Pai Layout,1255.0,2.0,2
5405,Pai Layout,1075.0,2.0,2
5406,Pai Layout,1400.0,2.0,2
5407,Pai Layout,1175.0,2.0,2
5408,Pai Layout,810.0,2.0,2
5409,Pai Layout,1000.0,2.0,2
5410,Pai Layout,1000.0,2.0,2
5411,Pai Layout,3800.0,6.0,6
5412,Pai Layout,1068.0,2.0,2
5413,Pai Layout,1510.0,2.0,3
5416,Panathur,1359.0,2.0,2
5417,Panathur,1438.0,2.0,2
5418,Panathur,1688.0,3.0,3
5420,Panathur,1198.0,2.0,2
5421,Panathur,1180.0,2.0,2
5422,Panathur,1546.0,3.0,3
5424,Panathur,1000.0,2.0,2
5425,Panathur,1109.0,2.0,2
5426,Panathur,1000.0,2.0,2
5427,Panathur,1255.0,2.0,2
5428,Panathur,1205.0,2.0,2
5429,Panathur,1198.0,2.0,2
5430,Panathur,1235.0,2.0,2
5431,Panathur,1210.0,2.0,2
5432,Panathur,1210.0,2.0,2
5433,Panathur,661.0,1.0,1
5434,Panathur,1210.0,2.0,2
5436,Panathur,1050.0,2.0,2
5437,Panathur,1398.0,2.0,2
5438,Panathur,1065.0,2.0,2
5439,Panathur,1007.0,2.0,2
5440,Panathur,1210.0,2.0,2
5441,Panathur,1230.0,2.0,2
5442,Panathur,980.0,2.0,2
5443,Panathur,1075.0,2.0,2
5444,Panathur,1210.0,2.0,2
5445,Panathur,1343.0,2.0,2
5446,Parappana Agrahara,1194.0,2.0,2
5447,Parappana Agrahara,1194.0,2.0,2
5448,Parappana Agrahara,1194.0,2.0,2
5449,Parappana Agrahara,1194.0,2.0,2
5450,Parappana Agrahara,1194.0,2.0,2
5451,Parappana Agrahara,1194.0,2.0,2
5452,Parappana Agrahara,1194.0,2.0,2
5453,Parappana Agrahara,1092.0,2.0,2
5454,Parappana Agrahara,1194.0,2.0,2
5455,Parappana Agrahara,1200.0,1.0,1
5456,Parappana Agrahara,1194.0,2.0,2
5457,Parappana Agrahara,1194.0,2.0,2
5458,Parappana Agrahara,1194.0,2.0,2
5459,Parappana Agrahara,1194.0,2.0,2
5460,Parappana Agrahara,1194.0,2.0,2
5461,Pattandur Agrahara,1550.0,2.0,3
5462,Pattandur Agrahara,1025.0,2.0,2
5463,Pattandur Agrahara,1247.0,2.0,2
5464,Pattandur Agrahara,900.0,2.0,2
5465,Pattandur Agrahara,1302.0,2.0,2
5466,Pattandur Agrahara,1550.0,2.0,3
5467,Pattandur Agrahara,1247.0,2.0,2
5468,Pattandur Agrahara,1350.0,2.0,2
5469,Poorna Pragna Layout,920.0,2.0,2
5472,Poorna Pragna Layout,1160.0,2.0,2
5475,Poorna Pragna Layout,965.0,2.0,2
5480,Poorna Pragna Layout,1160.0,2.0,2
5482,Poorna Pragna Layout,1160.0,2.0,2
5485,Poorna Pragna Layout,960.0,2.0,2
5487,Prithvi Layout,2028.0,4.0,4
5488,Prithvi Layout,1352.0,2.0,2
5489,Prithvi Layout,1190.0,2.0,2
5490,Prithvi Layout,1352.0,2.0,2
5491,Prithvi Layout,1352.0,2.0,2
5492,Prithvi Layout,2273.0,4.0,3
5493,Prithvi Layout,1352.0,3.0,2
5494,Prithvi Layout,2273.0,4.0,3
5495,Prithvi Layout,1352.0,2.0,2
5498,R.T. Nagar,1200.0,2.0,2
5500,R.T. Nagar,1040.0,2.0,2
5501,R.T. Nagar,1200.0,2.0,2
5502,R.T. Nagar,1235.0,2.0,2
5503,R.T. Nagar,1140.0,3.0,3
5504,R.T. Nagar,970.0,2.0,2
5505,R.T. Nagar,1560.0,3.0,3
5506,R.T. Nagar,1200.0,2.0,2
5509,R.T. Nagar,1200.0,3.0,3
5510,R.T. Nagar,1100.0,3.0,2
5511,R.T. Nagar,1150.0,2.0,2
5512,R.T. Nagar,1500.0,4.0,4
5513,R.T. Nagar,3600.0,8.0,9
5514,R.T. Nagar,1080.0,2.0,2
5515,R.T. Nagar,1325.0,2.0,2
5517,R.T. Nagar,1300.0,3.0,3
5519,R.T. Nagar,1100.0,2.0,2
5520,R.T. Nagar,1667.0,3.0,3
5521,Rachenahalli,1050.0,2.0,2
5523,Rachenahalli,1050.0,2.0,2
5525,Rachenahalli,1050.0,2.0,2
5527,Rachenahalli,1220.0,2.0,2
5528,Rachenahalli,1050.0,2.0,2
5530,Rachenahalli,1050.0,2.0,2
5531,Rachenahalli,1050.0,2.0,2
5532,Rachenahalli,1113.0,2.0,2
5533,Rachenahalli,3657.0,5.0,4
5537,Rachenahalli,680.0,1.0,1
5538,Rachenahalli,412.5,1.0,1
5539,Rachenahalli,1050.0,2.0,2
5542,Rachenahalli,690.0,1.0,1
5543,Rachenahalli,1050.0,2.0,2
5544,Rachenahalli,1050.0,2.0,2
5545,Rachenahalli,985.0,2.0,2
5546,Rachenahalli,1050.0,2.0,2
5547,Rachenahalli,1050.0,2.0,2
5549,Rachenahalli,1050.0,2.0,2
5551,Rachenahalli,1050.0,2.0,2
5552,Rachenahalli,985.0,2.0,2
5553,Rachenahalli,1856.0,3.0,3
5554,Rachenahalli,1050.0,2.0,2
5555,Rachenahalli,985.0,2.0,2
5556,Rachenahalli,2600.0,3.0,3
5559,Rachenahalli,985.0,2.0,2
5560,Rachenahalli,1050.0,2.0,2
5563,Raja Rajeshwari Nagar,1295.0,2.0,2
5564,Raja Rajeshwari Nagar,1145.0,2.0,2
5565,Raja Rajeshwari Nagar,1419.0,2.0,2
5566,Raja Rajeshwari Nagar,1295.0,2.0,2
5567,Raja Rajeshwari Nagar,1133.0,2.0,2
5568,Raja Rajeshwari Nagar,1090.0,2.0,2
5569,Raja Rajeshwari Nagar,1260.0,2.0,2
5570,Raja Rajeshwari Nagar,1141.0,2.0,2
5571,Raja Rajeshwari Nagar,1140.0,2.0,2
5572,Raja Rajeshwari Nagar,1303.0,2.0,2
5573,Raja Rajeshwari Nagar,600.0,1.0,1
5574,Raja Rajeshwari Nagar,1278.0,2.0,3
5575,Raja Rajeshwari Nagar,500.0,1.0,1
5576,Raja Rajeshwari Nagar,1143.0,2.0,2
5577,Raja Rajeshwari Nagar,1610.0,3.0,3
5578,Raja Rajeshwari Nagar,1105.0,2.0,2
5580,Raja Rajeshwari Nagar,1258.0,2.0,2
5581,Raja Rajeshwari Nagar,1128.0,2.0,2
5582,Raja Rajeshwari Nagar,1157.0,2.0,2
5583,Raja Rajeshwari Nagar,1185.0,2.0,2
5586,Raja Rajeshwari Nagar,1030.0,2.0,2
5587,Raja Rajeshwari Nagar,1144.0,2.0,2
5588,Raja Rajeshwari Nagar,1196.0,2.0,2
5589,Raja Rajeshwari Nagar,1570.0,3.0,3
5590,Raja Rajeshwari Nagar,1168.0,2.0,2
5591,Raja Rajeshwari Nagar,1306.0,2.0,2
5592,Raja Rajeshwari Nagar,1608.0,3.0,3
5594,Raja Rajeshwari Nagar,1575.0,2.0,3
5595,Raja Rajeshwari Nagar,1200.0,2.0,2
5596,Raja Rajeshwari Nagar,1151.0,2.0,2
5597,Raja Rajeshwari Nagar,1570.0,2.0,3
5599,Raja Rajeshwari Nagar,1196.0,2.0,2
5600,Raja Rajeshwari Nagar,1419.0,2.0,2
5602,Raja Rajeshwari Nagar,1295.0,2.0,2
5603,Raja Rajeshwari Nagar,648.0,1.0,1
5604,Raja Rajeshwari Nagar,1100.0,2.0,2
5605,Raja Rajeshwari Nagar,1140.0,2.0,2
5606,Raja Rajeshwari Nagar,1090.0,2.0,2
5608,Raja Rajeshwari Nagar,1023.0,2.0,2
5609,Raja Rajeshwari Nagar,1070.0,2.0,2
5611,Raja Rajeshwari Nagar,4800.0,8.0,8
5612,Raja Rajeshwari Nagar,1128.0,2.0,2
5613,Raja Rajeshwari Nagar,1267.0,2.0,2
5614,Raja Rajeshwari Nagar,550.0,1.0,1
5615,Raja Rajeshwari Nagar,1120.0,2.0,2
5616,Raja Rajeshwari Nagar,1608.0,2.0,2
5617,Raja Rajeshwari Nagar,1210.0,2.0,2
5618,Raja Rajeshwari Nagar,1240.0,2.0,2
5619,Raja Rajeshwari Nagar,1395.0,2.0,3
5620,Raja Rajeshwari Nagar,1165.0,2.0,2
5621,Raja Rajeshwari Nagar,1288.0,2.0,3
5622,Raja Rajeshwari Nagar,1120.0,2.0,2
5623,Raja Rajeshwari Nagar,1140.0,2.0,2
5624,Raja Rajeshwari Nagar,1095.0,2.0,2
5625,Raja Rajeshwari Nagar,1420.0,2.0,3
5626,Raja Rajeshwari Nagar,1303.0,2.0,2
5628,Raja Rajeshwari Nagar,1185.0,2.0,2
5629,Raja Rajeshwari Nagar,1140.0,2.0,2
5631,Raja Rajeshwari Nagar,1095.0,2.0,2
5632,Raja Rajeshwari Nagar,1235.0,2.0,2
5633,Raja Rajeshwari Nagar,1280.0,3.0,3
5634,Raja Rajeshwari Nagar,1303.0,2.0,2
5635,Raja Rajeshwari Nagar,1162.0,2.0,2
5636,Raja Rajeshwari Nagar,1133.0,2.0,2
5637,Raja Rajeshwari Nagar,1151.0,2.0,2
5638,Raja Rajeshwari Nagar,1267.0,2.0,2
5640,Raja Rajeshwari Nagar,1100.0,2.0,2
5641,Raja Rajeshwari Nagar,1185.0,2.0,2
5643,Raja Rajeshwari Nagar,1306.0,2.0,2
5644,Raja Rajeshwari Nagar,1196.0,2.0,2
5645,Raja Rajeshwari Nagar,1178.0,2.0,2
5646,Raja Rajeshwari Nagar,1128.0,2.0,2
5647,Raja Rajeshwari Nagar,1151.0,2.0,2
5649,Raja Rajeshwari Nagar,1525.0,2.0,3
5650,Raja Rajeshwari Nagar,1060.0,2.0,2
5651,Raja Rajeshwari Nagar,3900.0,6.0,6
5652,Raja Rajeshwari Nagar,1128.0,2.0,2
5654,Raja Rajeshwari Nagar,1170.0,2.0,2
5656,Raja Rajeshwari Nagar,1185.0,2.0,2
5657,Raja Rajeshwari Nagar,1255.0,2.0,2
5658,Raja Rajeshwari Nagar,1419.0,2.0,2
5659,Raja Rajeshwari Nagar,1693.0,3.0,3
5660,Raja Rajeshwari Nagar,3600.0,9.0,9
5661,Raja Rajeshwari Nagar,1196.0,2.0,2
5662,Raja Rajeshwari Nagar,1196.0,2.0,2
5665,Raja Rajeshwari Nagar,1160.0,2.0,2
5666,Raja Rajeshwari Nagar,1133.0,2.0,2
5667,Raja Rajeshwari Nagar,1140.0,2.0,2
5668,Raja Rajeshwari Nagar,1140.0,2.0,2
5669,Raja Rajeshwari Nagar,1140.0,2.0,2
